ai_score,sector,acronym,name,umr_label,type,city,parent_company,tutelles,domain,year_created,website
25,public,GLICID,Groupe ligérien en calcul intensif distribué,,Groupements de Recherche,Nantes,,Nantes Université,Sciences et technologies de l'information et de la communication,2022,
25,public,LERIA,LABORATOIRE D'ETUDE ET DE RECHERCHE EN INFORMATIQUE D'ANGERS,,Unité propre,ANGERS CEDEX 01,,ANGERS,Sciences et technologies de l'information et de la communication,1996,http://www.info.univ-angers.fr/leria/
25,public,LIUPPA,LABORATOIRE D'INFORMATIQUE DE L'UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR,EA 3000,Unité propre,PAU CEDEX,,PAU,Sciences et technologies de l'information et de la communication,1999,https://liuppa.univ-pau.fr
25,public,LIUM,LABORATOIRE D'INFORMATIQUE DE L'UNIVERSITE DU MANS (LIUM),EA 4023,Unité propre,LE MANS CEDEX 9,,LE MANS,"Sciences humaines et humanités,Sciences et technologies de l'information et de l",2006,http://www.univ-lemans.fr
25,public,LISTIC,"LABORATOIRE D'INFORMATIQUE, SYSTÈMES, TRAITEMENT DE L'INFORMATION ET DE LA CONNAISSANCE",EA 3703,Unité propre,ANNECY-LE-VIEUX CEDEX,,CHAMBERY,Sciences et technologies de l'information et de la communication,2003,https://www.listic.univ-smb.fr/
25,public,L2TI,LABORATOIRE DE TRAITEMENT ET TRANSPORT DE L'INFORMATION,EA 3043,Unité propre,VILLETANEUSE,,PARIS 13,Sciences et technologies de l'information et de la communication,1999,http://www-l2ti.univ-paris13.fr/
25,public,UR 3926,LGI2A - LABORATOIRE DE GENIE INFORMATIQUE ET D'AUTOMATIQUE DE L'ARTOIS,UR 3926,Unité propre,BETHUNE,,ARTOIS,Sciences et technologies de l'information et de la communication,2004,https://www.lgi2a.univ-artois.fr
25,public,LAFMIA,Laboratoire Franco-Mexicain d'Informatique et d'Automatique,UMI 3175,Unité mixte internationale,San Andrès Cholula,,"GRENOBLE INP,UT COMPIEGNE,UDLAP",Sciences et technologies de l'information et de la communication,2008,
25,public,,Laboratoire Informatique Système Image Telecom Electronique - LISITE,,Unité propre,Issy-Les-Moulineaux,,ISEP,"Physique,Sciences pour l'ingénieur,Sciences et technologies de l'information et ",2005,https://www.isep.fr/la-recherche/
25,public,Lab-I*,Laboratoire d'Informatique,,Unité propre,Reims,,REIMS,Sciences et technologies de l'information et de la communication,2024,
25,public,LIFAT,Laboratoire d'Informatique Fondamentale et Appliquée de Tours,EA 6300,Unité propre,TOURS,,"TOURS,INSA CENTRE VA",Sciences et technologies de l'information et de la communication,2012,
25,public,UPR - 4128,Laboratoire d'Informatique d'Avignon,EA 4128,Unité propre,AVIGNON CEDEX 09,,AU,Sciences et technologies de l'information et de la communication,2006,http://lia.univ-avignon.fr
25,public,LICIIS,Laboratoire d'Informatique en Calcul Intensif et Image pour la Simulation,,Unité propre,REIMS,,REIMS,Sciences et technologies de l'information et de la communication,2021,
25,public,LI-PaRAD,"Laboratoire d'informatique Parallélisme, Réseaux et Algorithmique Distribuée",UR 7432,Unité propre,Versailles Cedex,,"VERSAILLES,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2016,https://www.liparad.uvsq.fr/
25,public,LIHPC,Laboratoire en Informatique Haute Performance pour le Calcul et la simulation,,Unité propre,Bruyères-le-Châtel,,"CEA,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2021,
25,public,MAI,Mathématiques Appliquées et Informatique,,Unité propre,Angers,,U.CATHOLI.OUEST,Sciences et technologies de l'information et de la communication,2017,
25,public,MIAT,Mathématiques et informatique appliquées Toulouse,UR 0875,Unité propre,CASTANET TOLOSAN CEDEX,,INRAE,"Sciences et technologies de l'information et de la communication,Sciences agrono",1987,https://miat.inrae.fr
25,public,PASS,PRODUCTION ET ANALYSE DES DONNEES EN SCIENCES DE LA VIE ET EN SANTE,,Unité mixte,Paris,,SORBONNE UNIV.,Sciences et technologies de l'information et de la communication,2019,https://ums-pass.sorbonne-universite.fr/
25,public,PEReN,Pôle d'expertise de la régulation numérique - Activité recherche,,Unité propre,Paris,,PEReN,Sciences et technologies de l'information et de la communication,2020,https://www.peren.gouv.fr/
25,public,SACADO,Service d’Aide au Calcul et à l’Analyse de Données,,Unité propre,Paris,,SORBONNE UNIV.,Sciences et technologies de l'information et de la communication,2021,https://sacado.sorbonne-universite.fr/
25,public,U2IS,Unité d'Informatique et d'Ingénierie des Systèmes,,Unité propre,Palaiseau cedex,,"ENSTA,IP PARIS",Sciences et technologies de l'information et de la communication,2011,http://u2is.ensta-paris.fr/
20,public,ABS,ABS,,Unité propre,,,INRIA,Sciences et technologies de l'information et de la communication,2008,
20,public,AISSAI,AI for Science and Science for AI,UAR 2036,Unité propre,PARIS CEDEX 16,,CNRS,Sciences et technologies de l'information et de la communication,2024,https://www.cnrs.fr/en/artificial-intelligence-science-science-artificial-intelligence-aissai-center
20,public,ALPINES,Algorithms and parallel tools for integrated numerical simulations,,Unité propre,Paris,,"CNRS,INRIA,SORBONNE UNIV.",Sciences et technologies de l'information et de la communication,2013,http://www.inria.fr/equipes/alpines
20,public,DELYS,Algorythmes pour systèmes distribués,,Unité propre,,,INRIA,Sciences et technologies de l'information et de la communication,2018,
20,public,ANTIQUE,Analyse Statique par Interprétation Abstraite,,Unité propre,Paris,,"ENS PARIS,CNRS,INRIA",Sciences et technologies de l'information et de la communication,2014,http://www.inria.fr/equipes/antique
20,public,SEMAGRAMME,Analyse Sémantique de la Langue,,Unité propre,Villers lès Nancy,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2011,http://www.inria.fr/equipes/semagramme
20,public,AVIZ,Analyse Visuelle,,Unité propre,Orsay,,"INRIA,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2007,http://www.inria.fr/equipes/aviz
20,public,CANARI,Analyse cryptographique et arithmétique,,Unité propre,Talence,,"CNRS,INRIA,BORDEAUX",Sciences et technologies de l'information et de la communication,2023,https://www.inria.fr/fr/canari
20,public,ASCII,Analyse d’interactions stochastiques intelligentes et coopératives,,Unité propre,,,"CNRS,INRIA,IP PARIS",Sciences et technologies de l'information et de la communication,2019,
20,public,FACTAS,Analyse fonctionnelle pour la conception et l'analyse de systèmes,,Unité propre,,,INRIA,Sciences et technologies de l'information et de la communication,2018,
20,public,SYCOMORES,Analyse symbolique et conception orientée composants pour des systèmes embarqués temps-réel modulair...,,Unité propre,Villeneuve d'Ascq,,"CNRS,INRIA,LILLE",Sciences et technologies de l'information et de la communication,2021,https://www.inria.fr/fr/sycomores
20,public,EPICURE,Analyse sémantique et compilation pour la sécurité des environnements d'exécution,,Unité propre,,,"INRIA,RENNES",Sciences et technologies de l'information et de la communication,2022,
20,public,ACUMES,Analysis and Control of Unsteady Models for Engineering Sciences,,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/acumes
20,public,TARAN,Architectures matérielles spécialisées pour l’ère post loi-de-Moore,,Unité propre,,,"INRIA,ENS RENNES,RENNES,CNRS",Sciences et technologies de l'information et de la communication,2021,
20,public,AUCTUS,Augmenter le confort humain en usine par cobots,,Unité propre,Talence Cedex,,"INRIA,Bordeaux INP",Sciences et technologies de l'information et de la communication,2017,http://www.inria.fr/equipes/auctus
20,public,ALMANACH,Automatic Language Modelling and ANAlysis & Computational Humanities,,Unité propre,Paris,,INRIA,Sciences et technologies de l'information et de la communication,2017,http://www.inria.fr/equipes/almanach
20,public,LARSEN,Autonomie et interaction au long cours pour des robots en environnements potentiellement sensorisés,,Unité propre,Villers lès Nancy,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/larsen
20,public,EA3720,CENTRE D'INNOVATION EN TELECOMMUNICATIONS ET INTEGRATION DE SERVICES,EA 3720,Unité propre,VILLEURBANNE,,"INSA LYON,INRIA",Sciences et technologies de l'information et de la communication,2003,
20,public,CINTRA,CNRS International - NTU - Thales Research Alliance,IRL 3288,Unité mixte internationale,637553 SINGAPORE,,"CNRS,THALES,NTU",Sciences et technologies de l'information et de la communication,2009,
20,public,MORPHEO,Capture et Analyses de Formes en Mouvement,,Unité propre,Montbonnot St Martin,,"CNRS,INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2011,http://www.inria.fr/equipes/morpheo
20,public,,Centre Inria d'Université Côte d'Azur,,Structures Fédératives de Recherche,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,1983,http://www.inria.fr/centre/sophia
20,public,,Centre Inria de Paris,,Structures Fédératives de Recherche,Paris Cedex 13,,INRIA,Sciences et technologies de l'information et de la communication,1967,http://www.inria.fr/centre/paris
20,public,,Centre Inria de Saclay,,Structures Fédératives de Recherche,PALAISEAU,,"INRIA,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2008,http://www.inria.fr/centre/saclay
20,public,,Centre Inria de l'Université de Lille,,Structures Fédératives de Recherche,Villeneuve d'Ascq,,INRIA,Sciences et technologies de l'information et de la communication,2008,http://www.inria.fr/centre/lille
20,public,,Centre Inria de l'Université de Lorraine,,Structures Fédératives de Recherche,Villers-lès-Nancy,,INRIA,Sciences et technologies de l'information et de la communication,1986,http://www.inria.fr/centre/nancy
20,public,,Centre Inria de l'université de Bordeaux,,Structures Fédératives de Recherche,Talence,,INRIA,Sciences et technologies de l'information et de la communication,2008,http://www.inria.fr/centre/bordeaux
20,public,,Centre Inria de l’Université Grenoble Alpes,,Structures Fédératives de Recherche,Saint Ismier,,INRIA,Sciences et technologies de l'information et de la communication,1992,http://www.inria.fr/centre/grenoble
20,public,,Centre Inria de l’Université de Rennes,,Structures Fédératives de Recherche,Rennes,,INRIA,Sciences et technologies de l'information et de la communication,1980,http://www.inria.fr/centre/rennes
20,public,CARDAMOM,Certified Adaptive discRete moDels for robust simulAtions of CoMplex flOws with Moving fronts,,Unité propre,Talence Cedex,,"INRIA,Bordeaux INP",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/cardamom
20,public,TOCCATA,"Certified Programs, Certified Tools, Certified Floating-Point Computations",,Unité propre,,,"CNRS,INRIA,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2012,
20,public,PETRUS,Cloud personnel sécurisé,,Unité propre,Palaiseau,,"VERSAILLES,INRIA",Sciences et technologies de l'information et de la communication,2016,http://www.inria.fr/equipes/petrus
20,public,CAMUS,Compilation pour les Architectures MUlti-coeurS,,Unité propre,,,"INRIA,U. STRASBOURG",Sciences et technologies de l'information et de la communication,2009,
20,public,COMPACT,Compression de donn ´ees visuelles massives,,Unité propre,Rennes,,"CNRS,INRIA",Sciences et technologies de l'information et de la communication,2024,https://www.inria.fr/fr/compact
20,public,CAGIRE,Computational AGility for internal flows sImulations and compaRisons with Experiments,,Unité propre,,,"PAU,CNRS,INRIA",Sciences et technologies de l'information et de la communication,2011,
20,public,LIFEWARE,Computational systems biology and optimization,,Unité propre,Palaiseau,,INRIA,Sciences et technologies de l'information et de la communication,2014,http://www.inria.fr/equipes/lifeware
20,public,KRAKOS,"Conception de couches systèmes performantes, robustes, sécurisées, flexibles, et moins énergivores",,Unité propre,Saint Ismier,,"GRENOBLE INP,CNRS,INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2024,https://www.inria.fr/fr/krakos
20,public,CRAFT,Conception et fabRicAtion computationnelles d'objets FoncTionnels,,Unité propre,Saint Ismier,,"GRENOBLE INP,INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2025,https://www.inria.fr/fr/craft
20,public,DIANA,"Conception, Mise en oeuvre et Analyse d'Architectures Réseau",,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2013,http://www.inria.fr/equipes/diana
20,public,PETSCRAFT,Concevoir des technologies d'amélioration de la vie privée explicables et efficaces,,Unité propre,Palaiseau,,"INRIA,INSA CENTRE VA",Sciences et technologies de l'information et de la communication,2024,https://www.inria.fr/fr/petscraft
20,public,COMETE,"Concurrence, Mobilité et Transactions",,Unité propre,,,"CNRS,INRIA,IP PARIS",Sciences et technologies de l'information et de la communication,2008,
20,public,CONVECS,Construction de systèmes concurrents vérifiés,,Unité propre,Montbonnot St Martin,,"INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2012,http://www.inria.fr/equipes/convecs
20,public,CAMIN,Control of Artificial Movement & Intuitive Neuroprosthesis,,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2016,http://www.inria.fr/equipes/camin
20,public,CASTOR,"Control, Analysis and Simulations for TOkamak Research",,Unité propre,,,"CNRS,INRIA,UniCA",Sciences et technologies de l'information et de la communication,2012,
20,public,CAGE,Contrôle et géométrie,,Unité propre,Paris,,"CNRS,INRIA,SORBONNE UNIV.",Sciences et technologies de l'information et de la communication,2017,http://www.inria.fr/equipes/cage
20,public,CAPSULE,Cryptographie Appliquée et Sécurité des Implémentations,,Unité propre,Rennes,,"RENNES 1,CNRS,INRIA",Sciences et technologies de l'information et de la communication,2023,https://www.inria.fr/fr/capsule
20,public,COSMIQ,"Cryptologie syme´trique, cryptologie fonde´e sur les codes et information quantique",,Unité propre,Paris,,INRIA,Sciences et technologies de l'information et de la communication,2019,http://www.inria.fr/equipes/cosmiq
20,public,CARAMBA,"Cryptology, arithmetic : algebraic methods for better algorithms",,Unité propre,,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2016,
20,public,DEDUCTEAM,DEDUCTEAM,,Unité propre,,,"INRIA,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2011,http://www.inria.fr/equipes/deducteam
20,public,MOCQUA,Designing the Future of Computational Models,,Unité propre,,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2018,
20,public,Digitéo,Digitéo,,Structures Fédératives de Recherche,Saclay,,"EC. POLYTECHNIQUE,CNRS,INRIA,CEA,IP PARIS,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2006,http://www.digiteo.fr/
20,public,DYLISS,"Dynamics, Logics and Inference for biological Systems and Sequences",,Unité propre,,,"CNRS,INRIA,RENNES",Sciences et technologies de l'information et de la communication,2012,
20,public,MUSCA,Dynamiques de populations multi-échelles pour des systèmes physiologiques,,Unité propre,Palaiseau,,"CNRS,INRIA,INRAE",Sciences et technologies de l'information et de la communication,2020,http://www.inria.fr/equipes/musca
20,public,EMPENN,EMPENN,,Unité propre,Rennes,,INRIA,Sciences et technologies de l'information et de la communication,2019,http://www.inria.fr/equipes/empenn
20,public,,ERRATA,GDR 3369,Groupements de Recherche,MONTPELLIER CEDEX 5,,CNRS,Sciences et technologies de l'information et de la communication,2010,
20,public,ERABLE,Equipe de recherche européenne en algorithmique et biologie formelle et expérimentale,,Unité propre,Villeurbanne,,"INSA LYON,LYON 1,INRIA",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/erable
20,public,MOEX,Evolution de la connaissance,,Unité propre,Montbonnot St Martin,,"INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2017,http://www.inria.fr/equipes/moex
20,public,FCLAB,FCLAB (Fuel Cell LAB): Vers des Systèmes Pile à Combustible Efficients,UAR 2200,Structures Fédératives de Recherche,BELFORT CEDEX,,"ENS MECA. BESAC,EC. CENTRALE LYON,INSA LYON,UT BELFORT,CNRS,UNIV.G.EIFFEL,UMLP",Sciences et technologies de l'information et de la communication,2012,
20,public,VALSE,Finite-time control and estimation for distributed systems,,Unité propre,Villeneuve d'Ascq,,"CLI,INRIA,LILLE",Sciences et technologies de l'information et de la communication,2019,http://www.inria.fr/equipes/valse
20,public,CROSSING,FrenCh austRalian labOratory for humanS/autonomouS agents teamING,IRL 2010,Unité mixte internationale,ADELAIDE,,"CNRS,IMT Atlantique,UNIVERSITY OF ADELAIDE,UNISA,UNIVERSITE FLINDERS,NAVAL GROUP",Sciences et technologies de l'information et de la communication,2021,
20,public,NormaSTIC,Fédération Normande de Recherche en Sciences et Technologies de l'Information et de la Communication,FR 3638,Structures Fédératives de Recherche,CAEN CEDEX 4,,"CAEN,ENSI CAEN,INSA ROUEN,ROUEN,LE HAVRE,CNRS",Sciences et technologies de l'information et de la communication,2014,https://www.greyc.fr/fr
20,public,GRAPHDECO,GRAPHics and DEsign with hEterogeneous COntent,,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/graphdeco
20,public,GALLINETTE,Gallinette : vers une nouvelle génération d'assistant à la preuve,,Unité propre,Rennes,,"INRIA,IMT Atlantique,Nantes Université",Sciences et technologies de l'information et de la communication,2017,http://www.inria.fr/equipes/gallinette
20,public,GRACE,"Geometry, arithmetic, algorithms, codes and encryption",,Unité propre,,,"CNRS,INRIA,IP PARIS",Sciences et technologies de l'information et de la communication,2012,
20,public,ERMINE,Gestion et mesures des opérations et de l'économie des réseaux,,Unité propre,,,"CNRS,INRIA,MinesTélécom,RENNES",Sciences et technologies de l'information et de la communication,2022,
20,public,HEPHAISTOS,"HExapode, PHysiologie, AssISTance et Objets de Service",,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2014,http://www.inria.fr/equipes/hephaistos
20,public,SPHINX,"Heterogeneous Systems: Inverse Problems, Control and Stabilization, Simulation",,Unité propre,Villers lès Nancy,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/sphinx
20,public,I4S,Inférence Statistique pour la Surveillance et la Sécurité des Structures,,Unité propre,Rennes,,"INRIA,UNIV.G.EIFFEL",Sciences et technologies de l'information et de la communication,2009,http://www.inria.fr/equipes/i4s
20,public,NEO,Ingénierie et Opérations des Réseaux,,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2017,http://www.inria.fr/equipes/neo
20,public,INIST,Institut de l'information scientifique et technique,UAR 76,Unité propre,VANDOEUVRE LES NANCY CEDEX,,CNRS,Sciences et technologies de l'information et de la communication,1988,http://www.inist.fr
20,public,EX-SITU,Interaction Située Extrême,,Unité propre,Palaiseau,,"INRIA,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/ex-situ
20,public,SEAMLESS,Interaction et collaboration fluides à travers le continuum réalité-virtualité,,Unité propre,Rennes,,"INSA RENNES,CNRS,INRIA,RENNES",Sciences et technologies de l'information et de la communication,2024,https://www.inria.fr/fr/seamless
20,public,ILLS,International Laboratory on Learning Systems,IRL 2020,Unité mixte internationale,H3C1K3 MONTREAL,,"CNRS,CENTRALESUPELEC,U PARIS-SACLAY,UNIVERSITE MC GILL",Sciences et technologies de l'information et de la communication,2022,
20,public,JFLI,Japanese-French Laboratory for Informatics,IRL 3527,Unité mixte internationale,113033 Tokyo,,"CNRS,INRIA,SORBONNE UNIV.",Sciences et technologies de l'information et de la communication,2016,http://jfli.cnrs.fr/
20,public,KOPERNIC,Keeping wOrst case reasoning aPpropriatE foR differeNt critICALITIES,,Unité propre,Paris,,INRIA,Sciences et technologies de l'information et de la communication,2018,http://www.inria.fr/equipes/kopernic
20,public,LN2,Laboratoire Nanotechnologies et Nanosystèmes,UMI 3463,Unité mixte internationale,SHERBROOKE,,"EC. CENTRALE LYON,INSA LYON,CPE LYON,CNRS,COMUE LYON,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2012,http://www.labn2.ca/
20,public,LIMICS,Laboratoire d'Informatique Médicale et d'Ingénieurie des Connaissances en e-Santé,UMR_S 1142,Unité mixte,Paris,,"PARIS 13,INSERM,SORBONNE UNIV.",,2014,
20,public,CAMBIUM,"Langages de programmation : systèmes de types, concurrence, preuve de programme",,Unité propre,Paris,,"COLL.DE FRANCE,INRIA",Sciences et technologies de l'information et de la communication,2019,http://www.inria.fr/equipes/cambium
20,public,SPLITS,Languages de Programmation Sécures et Outils pour la Sécurité,,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2023,https://www.inria.fr/fr/splits
20,public,PICUBE,Les assistants à la démonstration au cœur du raisonnement mathématique,,Unité propre,Paris,,"CNRS,INRIA,U PARIS Cité",Sciences et technologies de l'information et de la communication,2022,https://www.inria.fr/fr/picube
20,public,MATHERIALS,MATHematics for MatERIALS,,Unité propre,Paris,,"ENPC PARIS,INRIA",Sciences et technologies de l'information et de la communication,2014,http://www.inria.fr/equipes/matherials
20,public,MACS,"MODELISATION, ANALYSE ET CONDUITE DES SYSTEMES DYNAMIQUES",GDR 717,Groupements de Recherche,TOULOUSE CEDEX 4,,CNRS,Sciences et technologies de l'information et de la communication,1998,
20,public,MdlS,Maison de la Simulation,UAR 3441,Unité mixte,GIF SUR YVETTE CEDEX - ST AUBIN,,"VERSAILLES,CNRS,CEA,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2011,https://www.mdls.fr
20,public,MATHRISK,Mathematical Risk handling,,Unité propre,Paris,,"ENPC PARIS,CNRS,INRIA,UNIV.G.EIFFEL",Sciences et technologies de l'information et de la communication,2012,http://www.inria.fr/equipes/mathrisk
20,public,MATHNEURO,Mathématiques pour les Neurosciences,,Unité propre,Sophia Antipolis,,"CNRS,INRIA,UniCA",Sciences et technologies de l'information et de la communication,2016,http://www.inria.fr/equipes/mathneuro
20,public,MISTEA,"Mathématiques, informatique et statistique pour l'environnement et l'agronomie",UMR 0729,Unité mixte,MONTPELLIER,,"INRAE,Institut Agro",Sciences agronomiques et écologiques,1983,https://mistea.montpellier.hub.inrae.fr/
20,public,MFX,Matter From Graphics,,Unité propre,,,"INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2018,
20,public,MANAO,"Melting the frontiers between Light, Shape and Matter",,Unité propre,,,"CNRS,INRIA,BORDEAUX",Sciences et technologies de l'information et de la communication,2012,
20,public,MIMOVE,Middleware on the Move,,Unité propre,Paris,,INRIA,Sciences et technologies de l'information et de la communication,2014,http://www.inria.fr/equipes/mimove
20,public,MNEMOSYNE,Mnemonic Synergy,,Unité propre,Talence Cedex,,"CNRS,INRIA,Bordeaux INP,BORDEAUX",Sciences et technologies de l'information et de la communication,2012,http://www.inria.fr/equipes/mnemosyne
20,public,ELAN,ModELisation de l'apparence des phénomènes Non-linéaires,,Unité propre,Montbonnot St Martin,,INRIA,Sciences et technologies de l'information et de la communication,2017,http://www.inria.fr/equipes/elan
20,public,STATIFY,Mode`les statistiques baye´siens et des valeurs extre^mes pour donne´es structure´es et de grande di...,,Unité propre,,,"CNRS,INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2020,
20,public,VERIDIS,Modeling and Verification of Distributed Algorithms and Systems,,Unité propre,Villers lès Nancy,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2010,http://www.inria.fr/equipes/veridis
20,public,MEMPHIS,Modèles et méthodes pour les problèmes multiphysiques et interactions,,Unité propre,Talence Cedex,,"INRIA,BORDEAUX",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/memphis
20,public,PRIVATICS,"Modèles, architectures et outils pour la protection de la vie privée dans la société de l'informatio...",,Unité propre,,,"INSA LYON,INRIA",Sciences et technologies de l'information et de la communication,2013,
20,public,MONC,Modélisation Mathématique pour l'Oncologie,,Unité propre,Talence Cedex,,"CNRS,INRIA,Bordeaux INP",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/monc
20,public,ARMADHA,Modélisation et analyse formelles des systèmes distribués et matériels,,Unité propre,Saint Ismier,,"INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2026,https://www.inria.fr/fr/armadha
20,public,TITANE,Modélisation géométrique d'environnements 3D,,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2013,http://www.inria.fr/equipes/titane
20,public,HYCOMES,Modélisation hybride & conception par contrats pour les systèmes embarqués multi-physiques,,Unité propre,Rennes,,INRIA,Sciences et technologies de l'information et de la communication,2013,http://www.inria.fr/equipes/hycomes
20,public,TRIPOP,"Modélisation, simulation et commande des systèmes dynamiques non lisses",,Unité propre,Saint Ismier,,"CNRS,INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2018,http://www.inria.fr/equipes/tripop
20,public,MADMAX,"Moore, Amdahl, Dennard à leur maximum",,Unité propre,Saint Ismier,,"GRENOBLE INP,CNRS,INRIA",Sciences et technologies de l'information et de la communication,2025,https://www.inria.fr/fr/madmax
20,public,MINGUS,Multi-scale numerical geometric schemes,,Unité propre,Rennes,,"CNRS,INRIA,ENS RENNES,RENNES",Sciences et technologies de l'information et de la communication,2018,http://www.inria.fr/equipes/mingus
20,public,VIRTUS,"Nous, virtuels",,Unité propre,Rennes,,"RENNES 2,INRIA,RENNES",Sciences et technologies de l'information et de la communication,2022,https://www.inria.fr/fr/virtus
20,public,OURAGAN,OUtils de Résolution Algébriques pour la Géométrie et ses ApplicatioNs,,Unité propre,,,"CNRS,INRIA,SORBONNE UNIV.,U PARIS Cité",Sciences et technologies de l'information et de la communication,2012,
20,public,PARKAS,Parallélisme de Kahn Synchrone,,Unité propre,Paris,,INRIA,Sciences et technologies de l'information et de la communication,2011,http://www.inria.fr/equipes/parkas
20,public,PLEIADE,Patterns de diversité et réseaux de fonctions,,Unité propre,Talence Cedex,,"CNRS,INRIA,INRAE",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/pleiade
20,public,POTIOC,Popular interaction with 3d content,,Unité propre,Talence Cedex,,"CNRS,INRIA,BORDEAUX",Sciences et technologies de l'information et de la communication,2012,http://www.inria.fr/equipes/potioc
20,public,TRIBE,Pour un Internet non-conventionnel,,Unité propre,,,INRIA,Sciences et technologies de l'information et de la communication,2019,
20,public,SCOOL,Prise de décision séquentielle dans l’incertain,,Unité propre,,,"CNRS,INRIA,LILLE",Sciences et technologies de l'information et de la communication,2020,
20,public,MATHNET,Probabilités et dynamiques des réseaux géométriques,,Unité propre,Paris,,"ENS PARIS,INRIA",Sciences et technologies de l'information et de la communication,2025,https://www.inria.fr/fr/mathnet
20,public,PASTA,Processus Aléatoires Spatio-Temporels et Applications,,Unité propre,,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2020,
20,public,SPADES,Programmation de systèmes embarqués sûrs et adaptatifs,,Unité propre,Montbonnot St Martin,,"INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2013,http://www.inria.fr/equipes/spades
20,public,PROSECCO,Programming securely with cryptography,,Unité propre,,,INRIA,Sciences et technologies de l'information et de la communication,2012,
20,public,PIRAT,Protection de l’information et résistances aux attaques,,Unité propre,Rennes,,"CNRS,INRIA,CENTRALESUPELEC,RENNES",Sciences et technologies de l'information et de la communication,2024,https://www.inria.fr/fr/pirat
20,public,PACAP,Pushing Architecture and Compilation for Application Performance,,Unité propre,Rennes,,"INRIA,RENNES",Sciences et technologies de l'information et de la communication,2016,http://www.inria.fr/equipes/pacap
20,public,QUANTIC,QUANTum Information Circuits,,Unité propre,Paris,,"ENS PARIS,Mines Paris-PSL,CNRS,INRIA,SORBONNE UNIV.",Sciences et technologies de l'information et de la communication,2013,http://www.inria.fr/equipes/quantic
20,public,ROMA,ROMA,,Unité propre,,,"LYON 1,CNRS,INRIA,ENS LYON",Sciences et technologies de l'information et de la communication,2013,
20,public,TANGRAM,Recalage visuel avec des modèles physiquement réalistes,,Unité propre,,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2020,
20,public,SIRA,Recherches en sciences sociales sur l’IA responsable,,Unité propre,Rennes,,"INSA RENNES,INRIA",Sciences et technologies de l'information et de la communication,2026,https://www.inria.fr/fr/sira
