Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Description,Investor Names,Sectors,SIREN
Ouibike,"Paris, Ile-de-France, France, Europe",,600000,EUR,2022-02-09,https://www.ouibike.net/,Ouibike is a bike rental service with more than 300 rental points throughout France.,"Banque des Territoires, Sud Angels","Cycling, Rental",
Dragon LLM,"Montigny-le-bretonneux, Ile-de-France, France, Europe",,563000,EUR,2022-12-19,https://dragonllm.ai/,Dragon LLM is a Tech company with over 10 years of experience in creating generative AI models for the financial market.,,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Machine Learning, Natural Language Processing",
Rockease,"Bordeaux, Aquitaine, France, Europe",Pre-Seed,550000,EUR,2022-01-26,https://www.rockease.io,Rockease is a B2B marketplace for construction materials.,,"Construction, Marketplace",
V8TE,"Bordeaux, Aquitaine, France, Europe",Seed,550000,EUR,2022-11-21,https://www.v8te.com,V8TE provides a platform for users to cast their votes via video conference.,"Arts et Métiers Business Angels, Banque Populaire Atlantique, BNP Paribas, Bpifrance, INSEAD Business Angels Alumni France","Information Technology, Software",
Fanprime,"Paris, Ile-de-France, France, Europe",Seed,550000,EUR,2022-10-14,https://fanprime.io,SaaS fan loyalty solution that rewards engagement built for the sports & entertainment industry,Accurafy 4,"Information Technology, SaaS, Software, Virtual World",
CLIKING,"Nogent-sur-marne, Ile-de-France, France, Europe",Seed,550000,EUR,2022-08-01,https://cliking.co/,Cliking is a customer satisfaction and loyalty management solution,"Jean-Fabrice Mathieu, OBRATORI",Software,
ByFLOX,"Angers, Pays de la Loire, France, Europe",Seed,550000,EUR,2022-04-04,https://www.byflox.com/,ByFLOX is an online website that allows ordering flowers online.,"Anjou Capital, Pays de la Loire Participations","E-Commerce, Flowers, Online Portals",
Coralai,"Grasse, Provence-Alpes-Cote d'Azur, France, Europe",Seed,550000,USD,2022-03-01,https://coralai.io,"SaaS, HealthTech, Enterprise solutions to help people live longer, healthier, trouble-free lives.",,"Beauty, Cosmetics, E-Commerce, Wellness",
Glanceable,"Saint-mandé, Ile-de-France, France, Europe",Seed,533295,EUR,2022-12-01,https://www.glanceable.io/,Glanceable is a SaaS company that uses natural language processing to compile and analyze millions of reviews and comments.,"APW Capital, Arthur Cohen, Bert Knobloch, Dan Cohen, DIY-TECH, Eliott Zaquin, Jean-François Bensahel, Jean-Luc Alexandre, Jed Corp, Laure Ghouila Houri, Marina Blum, Rabot Capital Partners, Robin Lowe, Victoria Paraf",SaaS,
Glanceable,"Saint-mandé, Ile-de-France, France, Europe",Seed,533295,EUR,2022-12-01,https://www.glanceable.io/,Glanceable is a SaaS company that uses natural language processing to compile and analyze millions of reviews and comments.,"APW Capital, Arthur Cohen, Bert Knobloch, Dan Cohen, DIY-TECH, Eliott Zaquin, Jean-François Bensahel, Jean-Luc Alexandre, Jed Corp, Laure Ghouila Houri, Marina Blum, Rabot Capital Partners, Robin Lowe, Victoria Paraf",SaaS,
Najar,"Paris, Ile-de-France, France, Europe",Pre-Seed,522000,EUR,2022-01-18,https://najar.ai,Najar simplifies and gives AI-driven procurement solutions.,"Innovation Nest, Kima Ventures","Artificial Intelligence (AI), Procurement, SaaS, Software",
RSight,"Paris, Ile-de-France, France, Europe",Pre-Seed,520000,EUR,2022-06-28,https://rsight.ai,RSight operates an AI-powered recruitment platform that streamlines talent acquisition for employers.,Confidential ‏‏‎ ‎‏‏‎ ‎‏‏‎ ‎‏‏‎ ‎,"Artificial Intelligence (AI), Information Technology, Professional Services, Recruiting",
Stokelp,"Fontaine, Pays de la Loire, France, Europe",Seed,520000,EUR,2022-03-03,https://stokelp.com/,Stokelp is a platform dedicated to the recovery of untapped raw materials from the food industry,"High Flyers Capital, Ventech","Environmental Consulting, Environmental Engineering, Food and Beverage",
Listen Leon,"Cabriès, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,510000,EUR,2022-01-20,https://listenleon.com,Listen Leon helps generate a viral movement of benevolence by sending anonymous compliments on talents.,Vincent Gentil,"Consulting, Management Consulting, Wellness",
MutualBenefits,"Montreuil-sous-bois, Ile-de-France, France, Europe",Pre-Seed,508840,EUR,2022-04-27,https://mutualbenefits.net/,"MutualBenefits is a collective of regenerative entrepreneurs, investors and activists.",Yann Mauchamp,"CleanTech, Consulting, GreenTech, Impact Investing, Information Technology, Management Consulting, Social Impact",
Diversified,"Lyon, Rhone-Alpes, France, Europe",Pre-Seed,502000,EUR,2022-09-01,https://diversified.fi/,Alternative Investment Platform,Maisons Julien et Kelly Dassault,"Finance, Financial Services, FinTech, Personal Finance",
Tilvest,"Puteaux, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-10-19,https://tilvest.com/,Tilvest is a fintech firm that offers digital asset management solutions to wealth management advisors.,"Alexandre Stachtchenko, Bilal Alamy, Brian O'Hagan, Claire Balva","Blockchain, Cryptocurrency, FinTech",
Pharow,"Montreuil, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-10-03,https://www.pharow.com,Pharow is a B2B prospecting tool to increase B2B sales.,,"B2B, CRM, Online Portals, Sales Automation",
Koovee,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,500000,EUR,2022-03-02,https://koovee.co,"Koovee is an edible cutlery company that replaces plastic and wooden cutlery with delicious organic, gourmet, and resistant biscuits.",Frenchfounders,"Food and Beverage, Food Processing, Manufacturing, Organic Food",
Ask for the Moon,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-02-21,https://home.askforthemoon.com/,Spread and Secure Knowledge,"Laurent Fiard, Olivier Brourhant","Artificial Intelligence (AI), Information Technology, Machine Learning",
BioFluff,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,USD,2022-11-16,https://bio-fluff.com,"BioFluff created plant based fur, shearling and plush for the fashion, interior and toy industries","Ataraxia, Joyance Partners, SOSV, SOSV SF & NY (Fka IndieBio)","Biotechnology, Fashion, Interior Design, Manufacturing, Textiles, Toys",
Sami,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-11-13,https://www.sami.eco,Sami is an all-in-one climate platform enabling companies to measure and reduce their carbon footprint,,"Business Information Systems, Consulting, Education, Environmental Consulting, Online Portals",
GRANNY & CHARLY,"Malakoff, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-10-01,https://grannycharly.fr/,Granny & Charly is a platform that connects citizens to senior for companionship and assistance.,,Elder Care,
Tracklab,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-09-01,https://tracklab.co/,Tracklab is a B2B compliance software helping regulated companies manage their mandatory supplier documentations.,Kima Ventures,Software,
Moneco,"Halles, Lorraine, France, Europe",Pre-Seed,500000,USD,2022-07-21,https://moneco.app,Moneco is a financial application that aims to provide financial products.,Y Combinator,"Consulting, Financial Services, FinTech",
Praiz,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-07-01,https://praiz.io,"An always up-to-date CRM: Praiz updates your CRM automatically, from your calls & conversations recordings.","Edward Lando, Pareto Holdings","CRM, Sales Automation",
Qlower,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-03-30,https://www.qlower.com/,"Qlower, accounting & tax automation for real estate investors.","Didier Valet, Inovexus","Accounting, Financial Services, FinTech, Property Management, Real Estate, Real Estate Investment",
WhiteLab Genomics,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,USD,2022-03-29,https://www.whitelabgx.com,WhiteLab Genomics develops digital tools that help gene and cell therapy companies develop cheaper drugs faster.,Y Combinator,"Artificial Intelligence (AI), Biotechnology, Genetics",
A.M.A Selections,"Cannes, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,500000,EUR,2022-03-16,https://amaselections.com/,A.M.A Selections is a technology-driven luxury hospitality company offering curated vacation rentals with concierge services globally.,,"Hospitality, Leisure, Marketplace, Rental Property, Tourism, Travel, Travel Accommodations, Vacation Rental",
PLATON,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-03-15,https://platon-finance.fr,PLATON is a digital banking mobile HUB.,,"Banking, Cryptocurrency, Finance, Financial Services, Social Network, Software",
Youree,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-03-01,https://youree.onelink.me/zmne/uhdv5g8y,Youree is the next-generation V2G (Vehicle to Grid) platform.,216 Capital,"Energy Storage, GreenTech",
Paaw,"Paris, Ile-de-France, France, Europe",Pre-Seed,500000,EUR,2022-01-30,https://www.paaw.co/,The great pet adoption platform,,"Communities, Lifestyle, Pet, Social Impact",
XPERT,"Biot, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,500000,EUR,2022-01-03,https://www.x-pert.fr/en,XPERT is based in Sophia Antipolis (FRANCE) and is specialized in undersea ecosystems and infrastructure solutions.,,Industrial,
Fruggies,"Paris, Ile-de-France, France, Europe",Seed,500000,EUR,2022-12-22,https://www.fruggies.com,"We believe that fruits and vegetables should be available in any shape, anytime, anywhere.",,Food Processing,
Advance Beauty,"Valence, Ile-de-France, France, Europe",Seed,500000,EUR,2022-12-13,https://www.advance-beauty.com/,Advance Beauty is a french designer of anti-aging and slimming technologies.,,"Beauty, Cosmetics, Medical Device, Wellness",
Statinf,"Paris, Ile-de-France, France, Europe",Seed,500000,EUR,2022-09-07,http://www.statinf.fr/,Statinf provides statistical timing analyses on real time embedded systems.,"Arcadia Ventures, Bpifrance, Sharpstone Capital, WIT Angels Club",Analytics,
Studely,"Puteaux, Ile-de-France, France, Europe",Seed,500000,EUR,2022-08-01,https://www.studely.com/,"Studely assists overseas students by automating administrative procedures by offering financial aid, housing, and insurance.",SMERRA,"Banking, Education, Financial Services",
Sorius,"Saint-Étienne-lès-remiremont, Lorraine, France, Europe",Seed,500000,EUR,2022-07-19,https://www.sorius-training.com/,Sorius wants to become the first solution that adapts in real time to the needs of the coachee according to his feelings !,"Anouk Bara, Benjamin Griveaux, Bpifrance, Brice Feillu, Eric Dodin, François Pervis, Karim Irouche, Lucie Lefevre, Olivier Legrain, Patrick Weil, Petitjean Patrick, Ronan Le Moal, Stéphane Rossetto, William Bonnet","Analytics, Software, Sports",
Sarus,"Paris, Ile-de-France, France, Europe",Seed,500000,USD,2022-04-15,https://sarus.tech,Privacy preserving analytics & machine learning,"FAST — by GETTYLAB, Y Combinator","Analytics, Machine Learning, Privacy, Software",
Dogami,"Paris, Ile-de-France, France, Europe",Seed,500000,USD,2022-03-29,https://dogami.com,Dogami is a mass-market NFT play-to-earn game that is centered around 3D NFT dog avatars.,Tezos Foundation,Online Games,
Pappers,"Clichy, Ile-de-France, France, Europe",Seed,500000,EUR,2022-03-01,https://www.pappers.fr/,Pappers offers legal and financial information about French companies.,Kima Ventures,"Information Services, Online Portals, Search Engine",
Corneille,"Paris, Ile-de-France, France, Europe",Seed,500000,EUR,2022-02-07,https://corneille.io/,Corneille is an online edtech platform for children learning at the lower school level.,"Arts et Métiers Business Angels, Bpifrance, Investessor","Education, E-Learning, Online Portals",
DramaPak,"Ajaccio, Corse, France, Europe",Seed,500000,USD,2022-01-21,https://dramapak.com/,"We are a food service with amazing taste and quality. We have restaurants, where you can book table for you and your family.",EthAum Venture Partners,Food and Beverage,
Moabi,"Paris, Ile-de-France, France, Europe",Seed,500000,USD,2022-01-01,https://moabi.com,"Moabi specializes in Product Security via Reverse Engineering, helping in #DevSecOps #Cybersecurity #NIS2 and #CRA compliance",,"Cyber Security, Embedded Software, Industrial Automation, SaaS, Security",
Un Grand Marché,"Bretagne, Franche-Comte, France, Europe",,500000,EUR,2022-03-07,https://www.ungrandmarche.fr/,Un Grand Marché is a large market is a French platform for the sale and purchase of 100% French creations made by hand.,,Internet,
Views,"Paris, Ile-de-France, France, Europe",Seed,475000,EUR,2022-07-05,https://views.fr/,"Views is an online magazine created in 2016 to identify, identify and share the best of today's youth culture.",,"Creative Agency, Media and Entertainment",
SentinHealth,"La Tronche, Rhone-Alpes, France, Europe",Pre-Seed,465200,EUR,2022-01-26,http://www.sentinhealth.com/,SentinHealth develops AI-powered sentinels to revolutionize the management of chronic diseases and heart failure.,,"Artificial Intelligence (AI), Health Care, Life Science, Medical Device",
carbonABLE,"Grenoble, Rhone-Alpes, France, Europe",Pre-Seed,455000,EUR,2022-02-14,https://carbonable.io,Invest in decarbonation through our Green DeFi Launchpad,XAnge,"Blockchain, Energy Management, Finance, FinTech, Social Impact",
Synchronized,"Sucy-en-brie, Ile-de-France, France, Europe",Pre-Seed,450176,EUR,2022-07-25,http://www.synchronized.tv/,"Synchronized is an AI-powered in-video intelligence platform automating editorial tasks for broadcasters, OTT, and studios.",,"Artificial Intelligence (AI), Media and Entertainment",
BYMOV,"Paris, Ile-de-France, France, Europe",Seed,450000,EUR,2022-03-31,https://www.bymov.com/,BYMOV is the new fashion second-hand video social network,PERPETUA INVESTMENT GROUP,"Apps, E-Commerce, Internet",
ZAR,"Paris, Ile-de-France, France, Europe",Seed,450000,USD,2022-03-03,https://zar.gg,Zar develops an artificial intelligence coaching platform for esports gamers.,,"Artificial Intelligence (AI), eSports, Gaming, Sports",
CONNECTiLiB,"Les Auvergnes, Rhone-Alpes, France, Europe",,440000,EUR,2022-02-02,https://connectilib.fr/,CONNECTiLiB offers internet publishing services across various business sectors to help self-employed professionals.,Bpifrance,"Internet, Online Portals, Publishing",
Salut Beauté,"Paris, Ile-de-France, France, Europe",Pre-Seed,420000,EUR,2022-10-03,https://www.salut-beaute.com/,Salut Beauté is a textile manufacturer that creates upcycled ready-to-wear.,,"Fashion, Textiles",
Qiti,"Nice, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,420000,EUR,2022-05-01,https://qiti.world,Qiti is a developer of an online insurance platform that provides protection for all the people traveling and living abroad.,,"Artificial Intelligence (AI), Generative AI, InsurTech, Travel",
SynApp Messaging,"Levallois-perret, Ile-de-France, France, Europe",Pre-Seed,400000,EUR,2022-11-15,https://www.synapp-messaging.com,A communication platform built for healthcare professionals (HCPs) to communicate and collaborate together.,,"Health Care, Hospital, Software",
Moviatech,"Biarritz, Aquitaine, France, Europe",Pre-Seed,400000,EUR,2022-09-02,https://www.moviatech.tech/,Mobility as a Service platform for all types of vehicles and all types of energy.,,"Fleet Management, Software",
We Go GreenR,"Bordeaux, Aquitaine, France, Europe",Seed,400000,EUR,2022-12-01,https://www.wegogreenr.solutions,"We Go GreenR is a B2B SaaS, B2C Marketplace. We bring tourism to the next level : sustainable tourism.",,"Business Travel, Hotel, Marketplace, SaaS, Software, Sustainability, Tourism, Travel, Travel Agency, Vacation Rental",
We Go GreenR,"Bordeaux, Aquitaine, France, Europe",Seed,400000,EUR,2022-12-01,https://www.wegogreenr.solutions,"We Go GreenR is a B2B SaaS, B2C Marketplace. We bring tourism to the next level : sustainable tourism.",,"Business Travel, Hotel, Marketplace, SaaS, Software, Sustainability, Tourism, Travel, Travel Agency, Vacation Rental",
Loc'Hall,"Paris, Ile-de-France, France, Europe",Seed,400000,EUR,2022-11-16,https://loc-hall.fr,Loc'Hall provides collections of heritage and cultural places for professional events.,,"Events, Rental Property, Reservations",
Rodeeo,"Paris, Ile-de-France, France, Europe",Seed,400000,EUR,2022-05-17,https://rodeeo.app/,Rodeeo is the mobile application to rent any vehicle that travels by sea and land.,Franck Papazian,"Mobile Apps, Rental, Travel",
Dataleon,"Paris, Ile-de-France, France, Europe",Seed,400000,EUR,2022-02-02,https://www.dataleon.ai/,Dataleon offers the most advanced Machine Learning solutions for data processing and automation.,AVA Capital,"Artificial Intelligence (AI), Internet, Machine Learning",
CogNeed,"Paris, Ile-de-France, France, Europe",Seed,400000,EUR,2022-02-01,https://cogneed.ai/,"SaaS, VoiceTech, LiveAssistant, ContactCenter, InsideSales, Customer Support",WeLikeStartup,"Artificial Intelligence (AI), Customer Service, Sales, Software",
Rubypayeur,"Paris, Ile-de-France, France, Europe",,400000,EUR,2022-04-07,https://rubypayeur.com/,Rubypayeur is a digital firm specializing in debt collection.,Libeo,"Collection Agency, Debt Collections, Internet",
BeautyMix,"Chartres, Centre, France, Europe",Seed,395000,EUR,2022-01-20,https://www.beautymix.fr/,BeautyMix offers a miniature lab to make natural cosmetics at home.,,"Beauty, Cosmetics, Fashion, Health Care",
Cauri Money,"Paris, Ile-de-France, France, Europe",Pre-Seed,350000,USD,2022-03-31,https://www.cauri.money,Cauri Money specializes in financial technology with a wide range of digital banking solutions via app for fund transfer.,"DCG Expeditions, Guillaume Luccisano, Ian McNish, Launch Africa, Nicolas Dessaigne","Apps, Banking, Financial Services, FinTech",
Nestwave,"Paris, Ile-de-France, France, Europe",Seed,350000,GBP,2022-06-14,https://www.nestwave.com/,Nestwave is a provider of advanced geolocation solutions for the IoT market.,Deeptech Labs,Wireless,
mootion,"Salles-en-toulon, Poitou-Charentes, France, Europe",Seed,350000,EUR,2022-04-04,https://www.mootion.fr/,motion provides contactless virtual assistants to optimize communication and live together better.,,"Coworking, Incubators, Private Social Networking",
Lomads,"Paris, Ile-de-France, France, Europe",Pre-Seed,320000,USD,2022-09-21,https://www.lomads.xyz,"CommandCentral for Collectives: Streamline Access, Monitor & Validate Effortlessly, Disburse Funds Easily","Farfetch, HBAR Foundation, Outlier Ventures, Polkadot, Protocol Labs","Blockchain, Cryptocurrency, Web3",
Green Praxis,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Seed,305000,EUR,2022-09-25,http://www.greenpraxis.com,Green PRAXIS reduces vegetation management cost for infrastructure operators. Knowledge and data inform the company's Nature-based solutions,,Analytics,
CLOS3T,"Paris, Ile-de-France, France, Europe",Pre-Seed,300000,EUR,2022-07-07,https://www.clos3t.io,A wallet for fashion is a clos3t. Building the future of luxury in the metaverse.,"Fabric Ventures, Frst","Blockchain, Fashion, Metaverse, Web3",
Docushare,"Paris, Ile-de-France, France, Europe",Pre-Seed,300000,EUR,2022-03-02,https://www.docushare.in,the first AI-powered scheduling experience that effortlessly cuts meeting time in half.,"Didier Forest, Inovexus","Collaboration, Meeting Software, SaaS, Software",
Airthium,"Les-loges-en-josas, Ile-de-France, France, Europe",Seed,300000,USD,2022-02-22,https://www.airthium.com,"Airthium guarantee the availability of solar and wind energy, all year long, making seasonal storage a reality.",,"Energy, Energy Management, Energy Storage, Renewable Energy",
luddi jee limited,"Mâcon, Bourgogne, France, Europe",Seed,300000,USD,2022-02-09,https://vacationmaker.site/,We specialize in crafting unforgettable travel. We understand the profound impact that a well-planned journey can have on one's life.,HiBlock Alliance(Hi Blk Ltd),Travel Agency,
Savonnerie Ciment,"Paris, Ile-de-France, France, Europe",,300000,EUR,2022-02-07,https://www.ciment.paris/,"Savonnerie Ciment is a personal health product manufacturing company that produces soaps, conditioners, and cosmetics.",,"Beauty, Health Care, Organic",
Yacht Sentinel,"Boulogne-billancourt, Ile-de-France, France, Europe",Seed,299998,GBP,2022-10-01,http://www.yacht-sentinel.com/,"Yacht Sentinel is the leader in the ""Connected Boat"" space. We connect boat owners to their vessels & help businesses digitize their fleets",,"Big Data, Boating, Internet of Things, Marine Transportation, Navigation",
Quivive App,"Saint-pierre-langers, Basse-Normandie, France, Europe",Seed,291000,EUR,2022-04-11,https://quivive-app.com/,Quivive App provides a security app that allows users to record audio to build evidence and accumulate digital proof.,Fin'Up,"Apps, Public Safety, Service Industry",
Unitag,"Toulouse, Midi-Pyrenees, France, Europe",Seed,280000,GBP,2022-03-23,http://www.unitag.io,Offline to Online Marketing Platform,,"Developer Tools, Mobile, QR Codes",
Shake smith,"Paris, Ile-de-France, France, Europe",Pre-Seed,250000,USD,2022-11-25,https://www.shake-smith.com/,Shake smith develops augmented healthy plant-based shakes and diets that triggers a specific health benefit.,Newchip Accelerator,"Food and Beverage, Health Care",
Aptero,"Cergy, Ile-de-France, France, Europe",Pre-Seed,250000,USD,2022-11-04,https://aptero.co,"Aptero is a firm providing immersive 3D environments and spatial AI solutions for training, events, collaboration.","Brinc, The Sandbox Metaverse Accelerator Program","3D Technology, Artificial Intelligence (AI), Machine Learning, Metaverse, Software, Virtual Reality, Web Development",
Bloometa,"Paris, Ile-de-France, France, Europe",Pre-Seed,250000,USD,2022-05-01,https://bloometa.com,Bloometa is a cross chain data marketplace for metaverse games.,The Blox,"Casual Games, Console Games, Gaming, Marketplace, Metaverse",
OPALYTICA,"Paris, Ile-de-France, France, Europe",Pre-Seed,250000,USD,2022-03-18,https://opalytica.com/,"OPALYTICA presents JIKKO, a simple, intuitive and affordable solution looking for increasing productivity and efficiency in industrial SMEs",Newchip Accelerator,"Information Technology, Manufacturing, Software",
FeenPi,"Paris, Ile-de-France, France, Europe",Pre-Seed,250000,USD,2022-02-04,https://www.feenpi.com,"B2B Saas for Financing and Investing at Scale, including through Alternative Investment Funds Orchestration",Newchip Accelerator,"Blockchain, Financial Exchanges, Financial Services, FinTech, InsurTech",
Agoraverse,"Paris, Ile-de-France, France, Europe",Seed,250000,USD,2022-11-30,https://agoraverse.org/,Agoraverse is a metaverse development studio creating high-end virtual experiences for marketing and e-commerce purposes.,Newchip Accelerator,"E-Commerce, Metaverse",
WILD WITS GAMES,"Rennes, Bretagne, France, Europe",Seed,250000,EUR,2022-08-31,https://wildwits.games,WILD WITS GAMES is a videogame studio.,Epopée Gestion,Video Games,
Pelavi,"Lyon, Rhone-Alpes, France, Europe",Seed,250000,USD,2022-08-28,https://www.pelavi.com/,Productivity enhancer for Figma,Capitem Partners,"Data Storage, Internet, Productivity Tools",
Sesame Technology,"Colombes, Ile-de-France, France, Europe",Seed,250000,USD,2022-06-24,https://www.sesame-technology.fr/en/,Sesame Technology develops access control devices.,Newchip Accelerator,"Electronics, Information Technology, Security, Software",
Vacation Maker Limited,"Mâcon, Bourgogne, France, Europe",Seed,250000,USD,2022-02-09,https://vacationmaker.site,We specialize in crafting unforgettable travel. We understand the profound impact that a well-planned journey can have on one's life.,HiBlock Alliance(Hi Blk Ltd),Travel Agency,
Hyperedge Instruments,"Paris, Ile-de-France, France, Europe",Series A,250000,USD,2022-06-08,https://myrobotics.fr,Hyperedge Instruments develops medical devices to track taste and its evolution.,Newchip Accelerator,"Health Care, Medical Device, Robotics",
Cookoon Club,"Paris, Ile-de-France, France, Europe",,250000,EUR,2022-02-07,https://cookoon.club/en/,Cookoon Club is a restaurant chain that offers gastronomy services.,,"Events, Real Estate, Restaurants",
QW HOSTING INTERNATIONAL,"Pessac, Aquitaine, France, Europe",Private Equity,240000,USD,2022-07-22,https://www.qwhosting.com/,"QWHI is a trusted and industry-leading IT services provider, offering a comprehensive range of IT solutions.",,"Brand Marketing, Cloud Data Services, Cloud Storage, Internet of Things, Personal Branding, Private Cloud, SEO, Service Industry, Web Development, Web Hosting",
Global Smart Rescue,"Toulouse, Midi-Pyrenees, France, Europe",Seed,240000,EUR,2022-12-27,https://globalsmartrescue.com/,Global Smart Rescue patented technology is based on black-boxes equipped with advance communication system.,,Information Technology,
ETSEME,"Bordeaux, Aquitaine, France, Europe",Pre-Seed,200000,EUR,2022-11-08,https://www.etseme.com/,"ETSEME turns stress into a measurable, accessible and actionable data, all in real time !",,,
Humanitics,"Paris, Ile-de-France, France, Europe",Pre-Seed,200000,USD,2022-10-08,https://www.humanitics.ai/,Humanitics empowers retail teams to take the most impactful actions without the burden of analytics thanks to AI,CDG Invest,"Artificial Intelligence (AI), Software",
Laymoon,"Paris, Ile-de-France, France, Europe",Pre-Seed,200000,USD,2022-10-07,https://www.laymoon.fr/,Laymoon ia a payment app.,CDG Invest,"Apps, Mobile Payments",
Alyra,"Paris, Ile-de-France, France, Europe",Pre-Seed,200000,USD,2022-09-26,https://www.alyra.fr,Alyra is a school that provides training programs on blockchain and cryptocurrencies.,SkyDeck Berkeley,"Blockchain, Cryptocurrency, Higher Education, Training",
Starzdata,"Neuilly, Bourgogne, France, Europe",Pre-Seed,200000,EUR,2022-01-20,http://www.starzdata.com,"Starzdata is a collaborative platform that allows to search, evaluate, and access all information sources of any kind.",Patrick Jacquemin,"Cloud Data Services, Data Integration, Information Services, Market Research",
The VERY Food Co,"Rungis, Ile-de-France, France, Europe",Pre-Seed,200000,EUR,2022-01-05,https://www.theveryfood.co/,Innovative ingredients replacing eggs and dairy,,"Alternative Protein, Food Processing, Plant-Based Foods",
Ndemnity,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,200000,EUR,2022-01-01,https://www.indemnisation.com,Ndemnity offers a software for doctors and lawyers specializing in personal injury.,,"FinTech, InsurTech, Life Insurance, SaaS",
MesVolontes,"Lyons, Rhone-Alpes, France, Europe",Pre-Seed,200000,EUR,2022-03-07,https://www.mesvolontes.net/,MesVolontes is an information technology company that offers digital storage solutions.,,"Database, Personalization, Security",
Find & Order,"Paris, Ile-de-France, France, Europe",Seed,200000,EUR,2022-12-20,https://www.findnorder.com/,Find & Order is an optimization software for warehouses,,"3D Technology, Analytics, Big Data, Location Based Services, Logistics, Machine Learning, Mapping Services, SaaS",
BioEsol,"Grenoble, Rhone-Alpes, France, Europe",Seed,200000,EUR,2022-12-07,https://www.bioesol.com,BioEsol provides AI-driven energy-storage systems and software that monitor and optimize electricity use for businesses.,Katapult,"Artificial Intelligence (AI), Battery, Energy Storage, Renewable Energy",
Petty Well,"Paris, Ile-de-France, France, Europe",Seed,200000,USD,2022-09-22,https://www.pettywell.com,Petty Well is a pet food manufacturer for both cats and dogs with nutritional value by a tailor-made formula.,"Leap Venture Studio, Michelson Impact Ventures","Food and Beverage, Food Processing, Pet",
ALEIA,"Paris, Ile-de-France, France, Europe",Seed,200000,EUR,2022-08-02,https://www.aleia.com/,ALEIA is an IT firm that offers a platform to assist individuals with AI-related projects.,AI.FUND,"Artificial Intelligence (AI), Information Services, Information Technology",
Hybrid Robotics,"Montrouge, Ile-de-France, France, Europe",Seed,200000,USD,2022-03-28,http://hybridtv.tv,Hybrid Robotics is involved in the development of robotic camera handling equipment and virtual studio solutions.,,"Broadcasting, Information Technology, Robotics",
ShopMeAway,"Paris, Ile-de-France, France, Europe",,200000,USD,2022-08-22,http://www.shopmeaway.com/,"We're bridging global brands with underserved markets in Africa, Latin America, the Middle East, and Asia.",Launch Africa,"E-Commerce, Logistics",
Qonto,"Paris, Ile-de-France, France, Europe",,200000,USD,2022-08-01,https://qonto.com,Qonto is an online bank that provides financial tools for small and medium-sized businesses and freelancers.,"Banca Sella Holding, Ilavska Vuillermoz Capital","Banking, Financial Services, FinTech, Payments, Software",
EyeLights,"Labège, Midi-Pyrenees, France, Europe",Series A,199896,USD,2022-09-19,https://www.eye-lights.com/,EyeLights provides guidance solutions for motorcycles and driving aids.,"European Innovation Council, Techstars","Electronics, Information Services, Information Technology",
Bynd,"Toulouse, Midi-Pyrenees, France, Europe",Pre-Seed,170000,USD,2022-06-24,https://bynd.fr/,Bynd is a SaaS platform to create online marketplaces.,,E-Commerce,
Yacht Sentinel,"Boulogne-billancourt, Ile-de-France, France, Europe",Seed,162854,GBP,2022-01-05,http://www.yacht-sentinel.com/,"Yacht Sentinel is the leader in the ""Connected Boat"" space. We connect boat owners to their vessels & help businesses digitize their fleets",,"Big Data, Boating, Internet of Things, Marine Transportation, Navigation",
Sand to Green,"Paris, Ile-de-France, France, Europe",Pre-Seed,150000,USD,2022-11-08,https://www.sandtogreen.com/en,"Sand to Green provides a long-term solution to the problems of desertification, land degradation, food security.",Katapult,"Agriculture, AgTech, Farming",
Kabaun,"Bois-colombes, Ile-de-France, France, Europe",Pre-Seed,150000,EUR,2022-09-30,https://www.kabaun.com,Kabaun helps companies to take control of their carbon emissions with an API-first carbon management platform.,,"Analytics, GreenTech, Open Source, SaaS, Sustainability",
Alien6,"Enghien-les-bains, Ile-de-France, France, Europe",Pre-Seed,150000,EUR,2022-01-01,http://www.alien6.com,Alien6 is a consultancy and software editor,,"Artificial Intelligence (AI), Cloud Computing, Consulting, Software",
